size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price,city_ الدمام,city_ الرياض,city_ جدة,front_4 شوارع,front_جنوب,front_جنوب شرقي,front_جنوب غربي,front_شرق,front_شمال,front_شمال شرقي,front_شمال غربي,front_غرب
300,0,4,5,4,1,1,0,1,0,1,1,0,1,0,0,1,0,0,100000,False,True,False,False,True,False,False,False,False,False,False,False
372,0,5,4,3,1,1,1,1,0,0,0,0,1,0,0,1,0,1,60000,False,True,False,False,True,False,False,False,False,False,False,False
372,0,7,5,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,60000,False,True,False,False,True,False,False,False,False,False,False,False
300,3,5,5,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,100000,False,True,False,False,False,False,False,True,False,False,False,False
483,12,5,5,3,1,1,1,1,1,1,0,0,1,1,0,1,0,0,85000,False,True,False,False,False,False,False,True,False,False,False,False
227,0,5,5,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,55000,False,True,False,False,False,False,False,True,False,False,False,False
300,15,4,4,2,1,1,1,1,0,1,0,1,1,0,1,1,0,0,130000,False,True,False,False,False,False,False,False,True,False,False,False
450,35,3,3,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,65000,False,True,False,False,False,False,False,False,False,False,False,True
282,9,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,55000,False,True,False,False,False,False,False,True,False,False,False,False
400,5,5,5,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,45000,False,True,False,False,False,False,False,False,False,False,False,True
230,0,5,5,2,1,1,0,1,0,1,0,1,0,0,1,1,0,0,120000,False,True,False,False,False,False,False,False,False,True,False,False
450,0,7,5,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,60000,False,True,False,False,False,False,False,True,False,False,False,False
260,0,6,5,3,0,1,0,1,0,0,1,0,1,0,0,1,0,1,5000,False,True,False,False,False,False,False,False,True,False,False,False
202,0,4,4,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,40000,False,True,False,False,False,False,False,False,False,True,False,False
324,0,5,3,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,70000,False,True,False,False,True,False,False,False,False,False,False,False
300,0,4,5,2,1,1,0,0,0,1,1,0,1,0,0,1,0,1,55000,False,True,False,False,False,False,False,False,True,False,False,False
330,21,7,4,3,1,1,0,0,0,0,0,0,1,0,1,0,0,0,80000,False,True,False,False,False,False,False,True,False,False,False,False
300,0,6,4,2,1,1,0,1,0,1,1,1,1,0,1,1,0,1,33000,False,True,False,False,False,False,False,False,True,False,False,False
265,2,4,5,3,1,1,0,0,0,1,1,0,1,0,0,1,0,1,45000,False,True,False,False,False,False,False,False,False,True,False,False
300,0,6,4,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,55000,False,True,False,False,True,False,False,False,False,False,False,False
370,0,5,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,60000,False,True,False,False,True,False,False,False,False,False,False,False
200,3,5,4,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,60000,False,True,False,False,True,False,False,False,False,False,False,False
200,7,3,5,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,100000,False,True,False,False,False,False,False,False,False,False,False,True
370,0,5,5,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,120000,False,True,False,False,True,False,False,False,False,False,False,False
400,20,7,5,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,30000,False,True,False,False,False,False,False,True,False,False,False,False
325,7,5,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,53000,False,True,False,False,False,False,False,False,False,False,True,False
500,30,5,4,2,1,1,1,1,0,1,1,1,1,0,0,1,0,0,80000,False,True,False,False,False,False,False,True,False,False,False,False
500,15,4,3,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,55000,False,True,False,False,False,False,False,False,False,False,False,True
375,2,5,5,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,130000,False,True,False,False,True,False,False,False,False,False,False,False
260,5,5,5,2,1,1,0,1,0,1,0,0,1,0,1,1,0,0,120000,False,True,False,False,False,False,False,False,True,False,False,False
227,0,5,5,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,55000,False,True,False,False,False,False,False,True,False,False,False,False
345,0,4,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,45000,False,True,False,False,False,False,False,False,False,False,True,False
300,0,5,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,1,130000,False,True,False,False,False,False,False,True,False,False,False,False
300,10,5,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0,70000,False,True,False,False,False,False,False,False,True,False,False,False
500,36,7,4,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,40000,False,True,False,False,True,False,False,False,False,False,False,False
250,3,4,5,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,45000,False,True,False,False,True,False,False,False,False,False,False,False
216,0,5,4,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,43000,False,True,False,False,True,False,False,False,False,False,False,False
270,6,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6000,False,True,False,False,False,False,False,False,False,True,False,False
372,0,4,4,3,1,1,1,1,0,0,0,0,1,0,0,1,0,1,58000,False,True,False,False,True,False,False,False,False,False,False,False
265,0,5,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,46000,False,True,False,False,False,False,False,False,True,False,False,False
222,0,7,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,1,60000,False,True,False,False,False,False,False,False,False,False,False,True
250,8,6,4,2,1,1,1,0,0,1,1,1,1,0,0,1,0,0,100000,False,True,False,False,True,False,False,False,False,False,False,False
300,0,7,5,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,46000,False,True,False,False,False,False,False,False,True,False,False,False
400,25,7,5,2,1,1,0,0,1,1,1,0,1,0,0,1,0,0,65000,False,True,False,False,True,False,False,False,False,False,False,False
312,20,5,4,2,1,1,1,1,0,1,0,0,1,0,1,0,0,0,65000,False,True,False,False,False,False,False,False,False,False,True,False
220,0,3,4,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,80000,False,True,False,False,False,False,False,True,False,False,False,False
450,30,6,5,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,50000,False,True,False,False,False,False,False,True,False,False,False,False
300,0,4,5,2,0,1,0,1,0,0,1,0,1,0,0,1,0,1,45000,False,True,False,False,False,False,False,False,True,False,False,False
250,12,5,5,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,90000,False,True,False,False,False,False,False,True,False,False,False,False
390,2,4,4,3,1,0,1,1,0,0,0,0,1,0,0,1,0,1,35000,False,True,False,False,False,False,False,False,False,False,False,True
337,3,4,3,2,1,1,0,1,0,1,1,0,1,0,0,1,1,0,140000,False,True,False,False,False,True,False,False,False,False,False,False
320,10,3,4,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,90000,False,True,False,False,False,False,False,False,False,False,True,False
450,0,5,5,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,60000,False,True,False,False,False,False,False,True,False,False,False,False
300,6,4,5,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,120000,False,True,False,False,False,False,False,True,False,False,False,False
325,8,4,5,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,90000,False,True,False,False,False,False,False,False,False,False,False,True
312,0,7,5,2,1,1,1,1,0,0,1,0,1,0,0,1,1,1,90000,False,True,False,False,True,False,False,False,False,False,False,False
300,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,False,True,False,False,False,False,False,False,False,False,False,True
263,3,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,1,0,160000,False,True,False,False,True,False,False,False,False,False,False,False
200,2,5,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,90000,False,True,False,False,True,False,False,False,False,False,False,False
250,8,5,4,2,1,1,1,0,0,1,0,1,1,0,0,1,0,0,100000,False,True,False,False,True,False,False,False,False,False,False,False
375,2,5,5,3,1,1,0,1,0,0,1,0,1,0,0,1,0,1,38000,False,True,False,False,False,False,False,False,False,False,False,True
326,0,4,5,3,1,1,1,1,0,1,1,0,1,0,0,1,0,0,140000,False,True,False,False,False,False,False,False,True,False,False,False
372,0,3,5,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0,160000,False,True,False,False,False,False,False,False,False,False,False,True
420,15,5,5,3,1,1,1,1,0,0,1,0,1,0,1,1,0,0,140000,False,True,False,False,False,True,False,False,False,False,False,False
300,0,6,4,2,1,1,0,0,0,1,0,0,1,0,0,1,0,1,50000,False,True,False,False,False,False,False,False,False,True,False,False
300,0,5,5,2,1,1,0,0,0,0,0,0,1,0,0,1,0,1,45000,False,True,False,False,False,False,False,False,True,False,False,False
300,3,4,5,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,110000,False,True,False,False,False,False,False,False,True,False,False,False
300,0,5,4,2,1,1,0,0,0,0,0,0,1,0,1,1,0,1,45000,False,True,False,False,False,False,False,False,True,False,False,False
300,10,7,5,2,1,1,0,1,0,1,0,0,1,0,1,1,0,0,39000,False,True,False,False,False,False,False,True,False,False,False,False
240,0,4,5,2,1,1,0,0,1,1,0,0,0,0,0,1,0,0,33000,False,True,False,False,False,False,False,False,True,False,False,False
200,2,7,5,2,1,1,0,1,0,1,0,0,1,0,0,1,0,0,85000,False,True,False,False,False,False,False,False,False,False,False,True
320,3,4,4,2,1,1,0,1,0,1,0,0,1,0,1,1,0,0,47000,False,True,False,False,False,False,False,True,False,False,False,False
276,0,2,4,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,27000,False,True,False,False,True,False,False,False,False,False,False,False
250,5,5,5,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,100000,False,True,False,False,False,False,False,False,False,False,False,True
400,5,5,5,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,90000,False,True,False,False,False,False,False,False,False,False,False,True
300,2,4,4,2,1,1,1,1,1,1,0,1,1,0,0,1,0,0,140000,False,True,False,True,False,False,False,False,False,False,False,False
200,3,5,5,3,1,1,0,1,0,1,0,0,1,0,1,1,0,0,75000,False,True,False,False,False,False,False,True,False,False,False,False
200,5,7,5,2,1,1,0,1,0,0,0,0,0,0,1,1,1,0,40000,False,True,False,False,False,False,False,False,True,False,False,False
350,0,5,5,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,38000,False,True,False,False,False,False,False,True,False,False,False,False
300,0,7,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,1,36000,False,True,False,False,False,True,False,False,False,False,False,False
350,0,7,5,2,1,1,0,1,0,0,0,0,1,0,1,1,0,1,55000,False,True,False,False,False,False,False,False,True,False,False,False
200,0,6,5,3,1,1,1,1,1,1,0,0,1,0,1,1,0,0,130000,False,True,False,False,False,False,False,True,False,False,False,False
450,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,60000,False,True,False,False,False,False,False,True,False,False,False,False
500,10,4,5,3,1,1,0,1,0,1,1,0,1,0,0,0,0,0,110000,False,True,False,False,False,False,False,False,True,False,False,False
200,2,4,5,2,1,1,0,1,0,0,0,0,1,0,1,1,0,0,42000,False,True,False,False,False,False,False,False,True,False,False,False
375,0,5,5,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,140000,False,True,False,False,True,False,False,False,False,False,False,False
450,2,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,60000,False,True,False,False,False,False,False,True,False,False,False,False
375,8,6,5,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,95000,False,True,False,False,True,False,False,False,False,False,False,False
375,2,5,5,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,130000,False,True,False,False,True,False,False,False,False,False,False,False
300,0,7,4,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,35000,False,True,False,False,False,False,False,False,True,False,False,False
375,2,5,5,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,130000,False,True,False,False,True,False,False,False,False,False,False,False
230,0,5,5,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,70000,False,True,False,False,True,False,False,False,False,False,False,False
350,20,5,5,2,1,1,0,1,0,0,0,0,1,0,1,1,0,0,50000,False,True,False,False,False,False,False,False,False,False,False,True
400,0,4,5,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,140000,False,True,False,False,False,False,False,False,False,True,False,False
206,0,4,4,2,1,1,0,1,0,1,0,0,0,0,1,1,0,0,55000,False,True,False,False,False,False,False,False,False,False,False,True
200,11,6,4,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,45000,False,True,False,False,False,True,False,False,False,False,False,False
325,0,4,3,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,55000,False,True,False,False,True,False,False,False,False,False,False,False
420,0,6,5,3,0,1,0,1,0,0,1,0,1,0,0,1,0,1,60000,False,True,False,False,False,False,False,False,True,False,False,False
375,2,4,5,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,50000,False,True,False,False,False,False,False,True,False,False,False,False
350,0,5,4,2,1,1,0,1,0,0,1,0,0,0,0,1,0,0,60000,False,True,False,False,False,False,False,True,False,False,False,False
350,0,7,4,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,40000,False,True,False,False,False,False,False,False,True,False,False,False
300,10,7,5,2,1,1,0,1,0,1,0,0,1,0,1,1,0,0,60000,False,True,False,False,False,False,False,False,False,False,False,True
300,11,7,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,65000,False,True,False,False,False,False,False,False,True,False,False,False
280,8,4,5,2,1,1,0,1,0,1,0,0,0,0,1,1,0,0,80000,False,True,False,False,False,False,False,False,False,True,False,False
250,0,5,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,50000,False,True,False,False,False,False,False,False,False,False,False,True
350,11,4,4,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,65000,False,True,False,False,False,False,False,True,False,False,False,False
298,0,4,4,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,5000,False,True,False,False,False,False,False,False,False,False,False,True
375,0,5,5,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,40000,False,True,False,False,False,True,False,False,False,False,False,False
230,0,4,4,2,1,1,0,0,0,0,0,0,1,0,0,1,0,1,40000,False,True,False,False,False,False,True,False,False,False,False,False
450,25,4,4,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,115000,False,True,False,False,False,False,False,False,True,False,False,False
300,0,4,5,2,1,1,0,0,0,1,1,0,1,0,0,1,0,0,100000,False,True,False,False,True,False,False,False,False,False,False,False
250,0,4,4,2,1,1,0,1,0,1,0,1,1,0,0,1,0,0,130000,False,True,False,False,True,False,False,False,False,False,False,False
250,0,6,5,2,0,1,0,1,0,0,0,0,1,0,0,1,0,1,60000,False,True,False,False,True,False,False,False,False,False,False,False
400,7,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,False,True,False,False,True,False,False,False,False,False,False,False
300,3,6,5,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,95000,False,True,False,False,True,False,False,False,False,False,False,False
300,2,7,4,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,35000,False,True,False,False,True,False,False,False,False,False,False,False
225,0,5,5,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,130000,False,True,False,False,True,False,False,False,False,False,False,False
250,0,3,5,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0,85000,False,True,False,False,False,False,False,True,False,False,False,False
270,0,4,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,100000,False,True,False,False,False,False,False,True,False,False,False,False
400,19,4,5,2,1,1,0,1,0,1,0,1,1,0,0,1,0,0,80000,False,True,False,False,False,False,False,False,False,False,False,True
312,20,5,5,3,1,1,0,1,0,1,0,0,1,0,1,1,0,1,60000,False,True,False,False,False,False,False,True,False,False,False,False
250,0,6,4,3,0,1,0,1,0,0,0,0,0,0,1,1,0,1,55000,False,True,False,False,False,False,False,True,False,False,False,False
300,0,7,5,3,1,1,1,1,1,1,1,0,1,0,0,1,0,0,90000,False,True,False,False,False,False,False,False,False,False,True,False
300,3,7,5,2,1,1,1,1,0,1,0,0,0,0,1,1,0,0,58000,False,True,False,False,False,False,False,True,False,False,False,False
388,0,5,4,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,55000,False,True,False,False,False,False,False,False,False,True,False,False
375,3,4,4,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,130000,False,True,False,False,True,False,False,False,False,False,False,False
300,0,5,5,2,1,1,1,1,0,0,1,0,1,0,1,1,0,0,43000,False,True,False,False,False,False,False,True,False,False,False,False
200,5,4,5,3,1,1,1,1,0,1,0,0,1,0,1,1,0,0,80000,False,True,False,False,False,False,False,False,False,False,False,True
298,15,3,5,3,1,1,1,1,0,1,0,0,1,0,1,1,0,0,120000,False,True,False,False,False,False,False,False,False,False,False,True
375,0,7,5,3,1,1,0,1,0,0,1,0,1,0,0,1,0,1,60000,False,True,False,False,False,False,False,True,False,False,False,False
300,0,5,4,2,1,0,0,1,0,1,1,0,1,0,1,1,0,1,70000,False,True,False,False,False,False,False,False,True,False,False,False
200,0,5,5,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,40000,False,True,False,False,True,False,False,False,False,False,False,False
300,23,5,4,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,48000,False,True,False,False,False,False,False,True,False,False,False,False
200,10,6,4,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,50000,False,True,False,False,False,False,False,False,False,True,False,False
300,3,3,5,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,40000,False,True,False,False,False,False,False,False,True,False,False,False
300,0,4,5,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,100000,False,True,False,False,False,False,False,False,True,False,False,False
300,0,4,5,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,100000,False,True,False,False,False,False,False,False,False,False,False,False
350,0,4,4,2,1,1,1,1,0,0,1,0,1,0,0,1,0,1,50000,False,True,False,False,False,False,False,False,False,True,False,False
300,0,1,4,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,80000,False,True,False,False,False,False,False,True,False,False,False,False
450,12,5,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,125000,False,True,False,False,False,False,False,False,True,False,False,False
300,15,4,3,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,120000,False,True,False,False,False,True,False,False,False,False,False,False
300,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,1,55000,False,True,False,False,False,False,False,False,False,False,False,True
350,4,4,4,2,1,1,1,1,0,1,0,0,0,0,1,1,0,0,90000,False,True,False,False,False,False,False,False,False,False,False,True
500,30,5,5,5,1,1,1,1,0,1,1,0,1,0,0,1,0,0,100000,False,True,False,False,False,False,False,True,False,False,False,False
185,25,2,3,2,1,1,0,0,0,1,0,1,1,0,0,1,0,0,85000,False,True,False,False,False,False,False,False,True,False,False,False
300,15,7,5,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,40000,False,True,False,False,False,False,False,False,True,False,False,False
345,0,7,5,3,1,1,0,1,0,0,0,0,1,0,0,1,0,1,50000,False,True,False,False,True,False,False,False,False,False,False,False
200,5,4,5,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,75000,False,True,False,False,False,False,False,False,False,False,False,True
400,0,5,4,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,45000,False,True,False,False,False,False,False,False,True,False,False,False
450,0,5,5,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,85000,False,True,False,False,False,False,False,False,False,False,False,True
400,0,7,5,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,38000,False,True,False,False,True,False,False,False,False,False,False,False
450,23,5,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,90000,False,True,False,False,False,False,False,True,False,False,False,False
400,36,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,False,True,False,False,False,True,False,False,False,False,False,False
400,0,4,4,2,1,1,0,0,0,0,1,0,1,0,0,1,0,0,40000,False,True,False,False,False,False,False,False,False,False,False,True
344,0,4,4,2,1,1,0,1,0,0,0,0,1,0,0,1,0,1,35000,False,True,False,False,True,False,False,False,False,False,False,False
375,12,4,5,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,130000,False,True,False,False,False,False,False,False,False,False,False,True
300,0,4,4,2,1,1,1,1,0,0,0,0,1,0,0,1,0,1,40000,False,True,False,False,False,True,False,False,False,False,False,False
260,0,7,5,2,0,1,1,0,0,0,0,0,1,0,0,1,0,1,43000,False,True,False,False,False,False,True,False,False,False,False,False
200,0,4,4,2,0,1,0,0,0,0,0,0,1,0,1,1,0,0,120000,False,True,False,False,False,False,False,False,False,True,False,False
370,10,5,5,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,50000,False,True,False,False,False,False,False,False,True,False,False,False
420,0,5,5,2,1,1,0,1,0,0,0,0,1,0,0,0,0,1,60000,False,True,False,False,False,False,False,False,True,False,False,False
420,0,3,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,35000,False,True,False,False,False,False,False,False,False,False,False,True
400,0,7,5,3,1,1,1,1,0,1,0,0,1,0,0,1,1,0,120000,False,True,False,False,True,False,False,False,False,False,False,False
337,0,4,5,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,80000,False,True,False,False,False,False,False,False,False,False,False,True
400,0,4,5,2,0,1,1,1,0,0,1,0,1,0,0,1,0,0,140000,False,True,False,False,False,False,False,False,False,True,False,False
300,0,7,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,1,30000,False,True,False,False,False,False,False,True,False,False,False,False
500,35,7,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0,45000,False,True,False,False,False,False,False,False,False,False,False,True
375,2,3,4,3,1,1,1,1,0,1,0,0,0,0,0,1,0,0,83000,False,True,False,False,False,False,False,True,False,False,False,False
300,3,4,5,2,1,1,0,0,0,1,1,1,1,0,1,1,0,1,38000,False,True,False,False,False,False,False,True,False,False,False,False
396,7,6,5,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0,145000,False,True,False,False,True,False,False,False,False,False,False,False
300,15,6,3,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,130000,False,True,False,False,False,False,False,True,False,False,False,False
300,16,3,5,2,1,0,0,1,0,0,1,1,1,0,0,1,0,0,65000,False,True,False,False,False,False,False,False,False,False,False,False
375,0,5,5,3,1,1,1,1,0,0,1,0,1,0,1,1,0,0,48000,False,True,False,False,False,False,False,True,False,False,False,False
312,0,3,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,100000,False,True,False,False,False,False,False,False,False,False,False,True
375,0,5,5,2,1,1,1,0,0,0,1,0,1,0,0,0,0,1,50000,False,True,False,False,False,True,False,False,False,False,False,False
300,3,4,4,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,140000,False,True,False,True,False,False,False,False,False,False,False,False
388,0,6,4,3,0,1,1,0,0,0,0,1,1,0,1,1,0,1,70000,False,True,False,False,False,False,False,True,False,False,False,False
200,5,5,4,2,1,1,0,0,0,0,1,0,0,0,1,1,0,0,35000,False,True,False,False,False,False,False,False,False,False,False,True
250,0,5,3,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,58000,False,True,False,False,False,False,False,False,False,False,False,True
300,0,5,4,2,1,1,0,0,0,1,0,0,1,0,0,1,0,1,46000,False,True,False,False,False,False,False,True,False,False,False,False
400,35,5,5,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,100000,False,True,False,False,False,False,False,True,False,False,False,False
300,5,5,5,2,1,1,0,0,0,0,1,0,0,0,1,1,0,0,30000,False,True,False,False,True,False,False,False,False,False,False,False
420,17,6,5,3,1,1,1,1,0,0,1,0,1,0,0,1,1,1,150000,False,True,False,False,False,False,False,True,False,False,False,False
360,2,4,4,2,0,1,1,1,0,0,1,0,1,0,0,1,0,0,65000,False,True,False,False,False,False,False,False,True,False,False,False
323,3,4,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,0,80000,False,True,False,False,True,False,False,False,False,False,False,False
300,0,4,5,2,1,1,0,1,0,1,1,0,1,0,0,1,0,0,4500,False,True,False,False,False,True,False,False,False,False,False,False
350,2,5,5,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,65000,False,True,False,False,False,False,False,False,True,False,False,False
313,2,4,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,0,70000,False,True,False,False,False,False,False,True,False,False,False,False
380,3,3,4,2,1,1,0,1,0,0,1,0,0,0,0,1,0,0,40000,False,True,False,False,False,False,False,False,False,False,False,True
260,0,4,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,150000,False,True,False,False,False,False,True,False,False,False,False,False
280,0,3,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,95000,False,True,False,False,False,False,False,False,False,False,False,True
200,6,5,5,3,1,1,0,1,0,1,0,0,1,0,1,0,0,0,35000,False,True,False,False,False,False,False,True,False,False,False,False
260,0,6,5,3,1,1,0,1,0,0,0,0,1,0,0,1,0,0,50400,False,True,False,False,False,False,False,False,True,False,False,False
300,13,4,5,2,1,1,0,1,0,1,0,1,1,0,0,1,0,0,100000,False,True,False,False,False,False,False,True,False,False,False,False
300,4,4,5,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,40000,False,True,False,False,False,False,False,False,True,False,False,False
375,0,7,5,3,1,1,0,1,0,0,0,0,1,0,0,1,0,1,36000,False,True,False,False,False,False,False,True,False,False,False,False
255,4,1,5,2,1,1,0,1,1,1,1,0,1,0,0,1,0,0,40000,False,True,False,False,False,False,True,False,False,False,False,False
340,3,5,5,2,1,1,0,1,0,0,1,0,0,0,1,1,0,1,32000,False,True,False,False,False,False,False,False,False,False,False,True
300,0,2,5,2,1,1,0,1,1,0,0,0,1,0,1,1,0,1,60000,False,True,False,False,True,False,False,False,False,False,False,False
375,0,5,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,45000,False,True,False,False,False,False,False,False,False,False,False,True
200,0,5,5,2,0,0,0,0,0,1,0,0,1,0,1,1,0,0,120000,False,True,False,False,False,False,False,False,True,False,False,False
380,0,5,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,45000,False,True,False,False,True,False,False,False,False,False,False,False
390,3,4,5,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,50000,False,True,False,False,False,False,False,False,True,False,False,False
450,0,3,4,2,1,1,1,0,0,0,0,0,1,0,0,1,0,0,40000,False,True,False,False,False,False,False,False,True,False,False,False
390,0,5,5,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,47000,False,True,False,False,False,False,False,False,True,False,False,False
390,0,5,5,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,45000,False,True,False,False,True,False,False,False,False,False,False,False
312,7,6,5,2,1,1,0,1,1,1,0,0,1,0,0,1,0,0,52000,False,True,False,False,False,False,False,True,False,False,False,False
350,3,5,5,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,95000,False,True,False,False,False,False,False,False,True,False,False,False
350,0,5,5,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,95000,False,True,False,False,False,False,False,True,False,False,False,False
360,0,5,5,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,35000,False,True,False,False,False,False,False,False,True,False,False,False
250,15,5,5,4,1,1,1,1,0,1,0,0,1,0,1,1,0,0,100000,False,True,False,False,False,False,False,True,False,False,False,False
246,0,5,5,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,40000,False,True,False,False,False,False,False,True,False,False,False,False
